Date,Open,High,Low,Close,Adj Close,Volume
2022-05-25,93.320000,94.099998,92.589996,93.559998,89.521095,3742000
2022-05-26,94.519997,95.860001,94.110001,95.000000,90.898941,5545800
2022-05-27,95.629997,96.720001,95.199997,96.709999,92.535110,3394200
2022-05-31,95.360001,95.970001,94.629997,95.120003,91.013763,6478700
2022-06-01,96.010002,96.279999,94.099998,94.809998,90.717140,4245900
2022-06-02,95.769997,96.309998,94.059998,96.239998,92.085403,3460300
2022-06-03,95.360001,96.620003,95.290001,96.330002,92.171532,2837000
2022-06-06,96.989998,97.489998,96.389999,97.209999,93.013527,3080300
2022-06-07,97.180000,100.680000,96.660004,100.510002,96.171089,5634600
2022-06-08,99.730003,100.330002,98.959999,99.230003,94.946342,6666600
2022-06-09,98.330002,99.169998,97.320000,97.379997,93.176193,4566900
2022-06-10,95.820000,96.690002,94.449997,95.489998,91.367775,5615900
2022-06-13,93.489998,93.529999,91.379997,91.949997,87.980606,5419200
2022-06-14,92.430000,92.709999,90.730003,91.320000,87.377800,3977900
2022-06-15,92.099998,93.190002,90.800003,92.279999,88.296364,4139200
2022-06-16,91.050003,91.180000,89.010002,89.519997,85.655495,4517700
2022-06-17,89.459999,90.010002,87.610001,88.879997,85.043144,7577200
2022-06-21,90.849998,93.349998,90.110001,92.919998,88.908730,5834200
2022-06-22,91.199997,93.820000,91.080002,92.559998,88.564262,4481500
2022-06-23,92.500000,93.320000,90.769997,91.760002,87.798805,3310500
2022-06-24,92.500000,94.370003,91.879997,94.199997,90.133469,4782200
2022-06-27,94.440002,95.050003,93.839996,94.809998,90.717140,2942600
2022-06-28,95.430000,96.790001,93.680000,93.779999,89.731598,3358800
2022-06-29,94.220001,94.300003,92.300003,93.300003,89.272316,2504100
2022-06-30,92.970001,96.269997,92.709999,96.110001,91.961021,6319100
2022-07-01,96.050003,97.320000,95.339996,97.019997,92.831726,4221000
2022-07-05,94.919998,95.449997,91.410004,92.919998,88.908730,4938700
2022-07-06,93.000000,94.720001,92.239998,93.919998,89.865562,4294700
2022-07-07,94.550003,95.000000,93.809998,93.940002,89.884697,3212600
2022-07-08,94.290001,95.720001,93.940002,95.120003,91.013763,2763200
2022-07-11,94.290001,95.139999,94.050003,94.709999,90.621452,2501400
2022-07-12,94.160004,95.250000,93.809998,94.500000,90.420532,4667400
2022-07-13,92.809998,94.330002,91.709999,91.809998,87.846649,5653700
2022-07-14,90.040001,90.699997,89.050003,90.080002,86.191338,5029700
2022-07-15,91.000000,91.459999,90.300003,91.230003,87.291687,3965200
2022-07-18,92.239998,92.320000,89.480003,89.800003,85.923424,5364300
2022-07-19,89.260002,94.010002,89.209999,93.820000,89.769882,5027600
2022-07-20,93.599998,95.139999,93.129997,94.830002,90.736275,3849200
2022-07-21,94.580002,95.040001,93.580002,94.889999,90.793694,3124500
2022-07-22,95.150002,95.709999,93.959999,94.209999,90.143044,3254200
2022-07-25,94.610001,95.410004,94.029999,94.570000,90.487495,4769200
2022-07-26,92.510002,93.370003,90.190002,90.239998,86.344429,8253200
2022-07-27,90.830002,90.830002,89.059998,90.269997,86.373123,5558900
2022-07-28,90.250000,92.669998,90.250000,92.389999,88.401611,4490900
2022-07-29,91.980003,93.389999,91.889999,93.209999,89.186218,4848400
2022-08-01,93.589996,94.959999,93.089996,93.239998,89.214920,5623100
2022-08-02,93.739998,94.779999,92.699997,93.750000,89.702904,4066800
2022-08-03,93.750000,94.930000,92.410004,94.529999,90.449234,4491100
2022-08-04,94.639999,94.860001,92.720001,92.779999,88.774773,4443700
2022-08-05,92.160004,93.099998,91.839996,93.029999,89.013985,3320200
2022-08-08,93.699997,93.699997,90.959999,91.199997,87.262978,4607400
2022-08-09,91.510002,92.300003,91.059998,91.940002,87.971046,3137500
2022-08-10,92.970001,93.720001,92.449997,93.419998,89.387138,3351300
2022-08-11,93.739998,94.449997,93.059998,93.150002,89.128807,3487900
2022-08-12,93.279999,95.070000,93.279999,95.010002,90.908508,3652200
2022-08-15,94.339996,96.150002,93.949997,96.129997,91.980164,3376600
2022-08-16,95.709999,96.250000,94.879997,95.050003,90.946785,5851000
2022-08-17,94.110001,95.639999,93.809998,94.989998,90.889366,3311100
2022-08-18,94.849998,95.019997,94.239998,94.709999,91.149216,2694500
2022-08-19,94.250000,95.010002,93.139999,93.400002,89.888474,5024700
2022-08-22,92.309998,92.949997,91.650002,91.779999,88.329369,5769600
2022-08-23,91.930000,92.650002,91.760002,92.430000,88.954933,2633900
2022-08-24,92.970001,93.580002,92.800003,93.309998,89.801849,3065800
2022-08-25,93.830002,96.220001,93.760002,96.129997,92.515823,4257700
2022-08-26,96.620003,96.830002,93.489998,93.519997,90.003944,2805700
2022-08-29,92.660004,92.989998,91.279999,92.120003,88.656601,3799000
2022-08-30,92.389999,92.510002,90.330002,90.830002,87.415092,3463000
2022-08-31,90.989998,91.239998,89.709999,89.750000,86.375694,4665700
2022-09-01,89.410004,89.550003,87.480003,88.029999,84.720360,6151900
2022-09-02,88.970001,89.760002,87.290001,87.589996,84.296906,4171600
2022-09-06,87.709999,88.360001,86.589996,87.160004,83.883080,4557400
2022-09-07,86.320000,87.709999,85.349998,87.449997,84.162163,5333100
2022-09-08,86.849998,87.089996,85.449997,86.559998,83.305634,5758400
2022-09-09,87.099998,88.360001,86.489998,88.040001,84.729996,4126800
2022-09-12,88.339996,88.690002,87.510002,87.800003,84.499016,5437000
2022-09-13,86.150002,86.940002,83.339996,83.720001,80.572411,5867700
2022-09-14,84.300003,87.550003,83.290001,86.400002,83.151642,7737900
2022-09-15,86.050003,86.949997,85.129997,85.610001,82.391342,5054600
2022-09-16,84.820000,86.199997,84.500000,85.199997,81.996758,8211100
2022-09-19,84.449997,85.339996,84.040001,84.949997,81.756157,5587000
2022-09-20,84.570000,85.480003,83.720001,85.150002,81.948647,3861500
2022-09-21,87.160004,87.989998,84.279999,84.320000,81.149841,7047100
2022-09-22,84.000000,84.529999,83.199997,83.449997,80.312561,4950300
2022-09-23,82.870003,83.029999,80.760002,82.029999,78.945930,6725900
2022-09-26,81.589996,82.389999,80.730003,81.089996,78.041275,4843500
2022-09-27,81.570000,82.050003,80.269997,81.000000,77.954666,6119300
2022-09-28,81.220001,83.879997,80.790001,83.300003,80.168190,6066600
2022-09-29,82.669998,82.959999,81.419998,82.339996,79.244278,6989900
2022-09-30,82.440002,82.870003,81.769997,81.860001,78.782333,6403900
2022-10-03,82.910004,84.070000,82.010002,83.110001,79.985336,4303400
2022-10-04,84.250000,86.290001,84.029999,85.529999,82.314346,4432100
2022-10-05,84.559998,85.980003,84.120003,85.209999,82.006386,3800400
2022-10-06,84.779999,85.470001,84.019997,84.279999,81.111343,3192700
2022-10-07,83.760002,84.089996,82.709999,84.010002,80.851501,4417500
2022-10-10,84.830002,85.970001,83.620003,84.160004,80.995872,3645400
