Date,Open,High,Low,Close,Adj Close,Volume
2022-01-03,209.000000,209.550003,206.139999,207.460007,197.183411,721500
2022-01-04,209.070007,212.460007,208.210007,212.050003,201.546066,1129400
2022-01-05,212.770004,214.429993,210.029999,210.309998,199.892227,876500
2022-01-06,212.529999,214.039993,210.130005,211.740005,201.251373,864100
2022-01-07,212.570007,213.869995,211.669998,212.089996,201.584061,1408500
2022-01-10,212.600006,214.699997,209.500000,210.610001,200.177399,1235300
2022-01-11,210.610001,211.759995,209.429993,211.580002,201.099335,1021700
2022-01-12,212.000000,212.699997,210.630005,211.929993,201.431992,968700
2022-01-13,211.410004,213.119995,210.399994,211.369995,202.034180,766500
2022-01-14,210.460007,213.619995,209.520004,213.100006,203.687775,1111000
2022-01-18,212.130005,212.500000,208.970001,211.160004,201.833420,1104800
2022-01-19,211.130005,213.440002,210.360001,210.360001,201.068787,826800
2022-01-20,210.470001,212.960007,208.479996,208.979996,199.749725,933100
2022-01-21,209.259995,210.899994,206.320007,206.539993,197.417511,1237200
2022-01-24,204.440002,207.559998,200.649994,207.080002,197.933655,1464200
2022-01-25,205.000000,206.839996,200.940002,205.960007,196.863129,1765900
2022-01-26,204.169998,210.149994,200.789993,204.919998,195.869064,1988400
2022-01-27,205.080002,211.630005,205.080002,208.800003,199.577682,2402800
2022-01-28,209.839996,213.000000,206.240005,212.820007,203.420120,1500400
2022-01-31,210.460007,212.619995,208.380005,212.100006,202.731918,1566400
2022-02-01,212.190002,213.610001,209.750000,212.869995,203.467911,1371700
2022-02-02,212.300003,214.449997,210.600006,214.080002,204.624481,1888600
2022-02-03,207.839996,213.250000,207.839996,212.169998,202.798843,1380700
2022-02-04,213.509995,216.210007,210.779999,212.289993,202.913528,1462300
2022-02-07,213.279999,213.929993,211.589996,212.119995,202.751038,1045400
2022-02-08,213.360001,215.070007,211.880005,214.460007,204.987686,1064500
2022-02-09,215.720001,216.169998,214.500000,215.440002,205.924377,1037700
2022-02-10,213.750000,215.789993,210.309998,211.520004,202.177551,1102200
2022-02-11,211.639999,214.940002,210.860001,213.759995,204.318619,1206200
2022-02-14,213.750000,214.639999,210.029999,211.169998,201.842987,1227500
2022-02-15,211.979996,214.169998,211.000000,212.770004,203.372345,690100
2022-02-16,212.679993,215.320007,212.520004,214.410004,204.939911,814100
2022-02-17,213.729996,215.550003,212.240005,214.399994,204.930328,1014300
2022-02-18,213.830002,218.600006,213.830002,215.820007,206.287628,1609000
2022-02-22,220.000000,220.100006,215.130005,216.820007,207.243454,2170000
2022-02-23,218.059998,218.880005,215.809998,216.270004,206.717743,1744300
2022-02-24,216.789993,218.940002,211.410004,218.529999,208.877930,2062700
2022-02-25,218.559998,228.199997,218.559998,227.979996,217.910538,1979400
2022-02-28,229.589996,234.990005,229.139999,234.449997,224.094757,3284600
2022-03-01,235.000000,237.029999,232.100006,233.320007,223.014694,2082500
2022-03-02,235.000000,236.639999,229.160004,235.750000,225.337341,2780300
2022-03-03,236.779999,239.759995,236.169998,238.130005,227.612228,1875300
2022-03-04,236.100006,245.559998,235.059998,245.289993,234.455994,3300500
2022-03-07,245.509995,254.990005,245.479996,247.289993,236.367645,4791800
2022-03-08,247.380005,247.860001,235.250000,235.309998,224.916794,2769800
2022-03-09,234.979996,238.419998,231.619995,236.809998,226.350525,2425400
2022-03-10,235.990005,238.809998,234.339996,235.520004,225.117523,1576800
2022-03-11,235.800003,238.949997,232.380005,232.479996,222.211777,1804900
2022-03-14,234.350006,235.600006,230.470001,233.830002,223.502167,1379600
2022-03-15,235.449997,238.410004,233.419998,237.619995,227.124756,1145800
2022-03-16,234.440002,236.369995,224.380005,227.690002,217.633347,2457600
2022-03-17,230.440002,232.419998,227.750000,230.509995,220.328781,1712500
2022-03-18,230.630005,231.119995,228.589996,230.229996,220.061127,2605200
2022-03-21,231.000000,238.490005,230.990005,236.070007,225.643219,1566400
2022-03-22,236.149994,237.880005,234.100006,237.830002,227.325485,1157800
2022-03-23,238.699997,241.660004,238.229996,239.690002,229.103317,1370400
2022-03-24,240.000000,243.360001,239.139999,241.000000,230.355484,1179400
2022-03-25,240.830002,244.440002,240.360001,244.360001,233.567062,1127200
2022-03-28,242.520004,243.059998,239.479996,240.889999,230.250320,1247100
2022-03-29,237.330002,241.190002,234.130005,241.089996,230.441498,1643500
2022-03-30,242.000000,245.630005,242.000000,244.320007,233.528824,1377800
2022-03-31,242.139999,245.570007,241.149994,241.179993,230.527527,1316100
2022-04-01,241.169998,243.240005,239.210007,242.509995,231.798782,1004800
2022-04-04,242.490005,242.509995,236.960007,239.229996,228.663651,1158500
2022-04-05,238.610001,242.679993,238.610001,239.149994,228.587173,1207300
2022-04-06,239.029999,242.050003,238.750000,240.759995,230.126068,1399800
2022-04-07,239.399994,244.729996,237.839996,243.610001,234.075180,1266200
2022-04-08,244.919998,246.130005,241.600006,242.039993,232.566635,1081400
2022-04-11,244.309998,246.910004,241.750000,243.550003,234.017532,1390400
2022-04-12,243.309998,246.020004,242.100006,243.820007,234.276962,754600
2022-04-13,244.960007,246.649994,242.539993,243.710007,234.171280,751500
2022-04-14,244.800003,245.970001,243.000000,243.740005,234.200119,957500
2022-04-18,243.419998,248.729996,243.300003,243.860001,234.315414,1022400
2022-04-19,244.089996,247.139999,243.080002,246.589996,236.938538,1182700
2022-04-20,247.300003,249.690002,246.080002,247.690002,237.995529,862400
2022-04-21,248.000000,248.250000,241.770004,242.059998,232.585846,1265000
2022-04-22,241.160004,242.429993,238.550003,238.789993,229.443848,1076400
2022-04-25,239.020004,239.770004,234.850006,239.179993,229.818573,1525100
2022-04-26,238.630005,241.619995,236.929993,236.929993,227.656631,1297000
2022-04-27,237.660004,247.000000,237.110001,239.979996,230.587250,2282000
2022-04-28,242.429993,243.279999,239.350006,241.199997,231.759506,1443600
2022-04-29,241.000000,242.000000,235.990005,236.529999,227.272308,1839600
2022-05-02,236.529999,238.559998,230.429993,233.250000,224.120712,1776700
2022-05-03,234.589996,236.699997,232.389999,233.380005,224.245605,1829800
2022-05-04,233.990005,243.360001,232.110001,242.919998,233.412201,1914600
2022-05-05,242.460007,244.149994,238.000000,239.240005,229.876236,2174300
2022-05-06,238.399994,240.919998,236.000000,239.600006,230.222153,1329700
2022-05-09,237.979996,238.289993,228.470001,229.369995,220.392532,1915600
2022-05-10,230.000000,233.839996,226.770004,229.300003,220.325287,1748800
2022-05-11,229.339996,232.479996,226.089996,226.940002,218.057632,1830800
2022-05-12,226.020004,227.990005,219.429993,223.490005,214.742691,2121700
2022-05-13,225.039993,227.300003,222.860001,226.309998,217.452316,1557800
2022-05-16,226.710007,228.350006,225.259995,227.800003,218.884003,1237300
2022-05-17,229.250000,232.410004,226.830002,231.619995,222.554474,1084700
2022-05-18,230.520004,232.250000,225.449997,225.979996,217.135239,1929200
2022-05-19,223.899994,224.389999,216.660004,217.779999,209.256165,2108500
2022-05-20,218.380005,218.580002,210.190002,213.500000,205.143692,1985800
2022-05-23,215.190002,217.779999,214.800003,216.699997,208.218430,1812500
2022-05-24,216.190002,220.990005,215.759995,219.820007,211.216324,1480500
2022-05-25,219.779999,221.110001,217.600006,220.050003,211.437317,1498700
2022-05-26,221.729996,224.050003,220.720001,221.259995,212.599960,1477300
2022-05-27,222.649994,226.639999,222.130005,226.509995,217.644470,1403900
2022-05-31,224.240005,226.259995,223.399994,224.910004,216.107117,1637300
2022-06-01,227.089996,228.000000,224.220001,226.220001,217.365845,1204000
2022-06-02,228.669998,230.740005,223.839996,229.440002,220.459808,1101700
2022-06-03,228.389999,231.839996,228.389999,230.130005,221.122803,1410400
2022-06-06,231.330002,232.410004,229.479996,229.899994,220.901794,956900
2022-06-07,228.869995,235.820007,228.149994,235.580002,226.359497,1341400
2022-06-08,233.500000,234.330002,230.770004,231.360001,222.304657,1024600
2022-06-09,230.729996,231.600006,226.770004,226.889999,218.009613,823200
2022-06-10,224.449997,227.110001,222.899994,224.630005,215.838058,1351900
2022-06-13,220.910004,221.649994,216.660004,217.529999,209.015945,1288500
2022-06-14,218.360001,218.869995,214.360001,215.899994,207.449753,1182400
2022-06-15,217.199997,220.710007,215.320007,217.919998,209.390686,1276500
2022-06-16,214.710007,215.679993,211.300003,211.889999,203.596710,1338600
2022-06-17,212.210007,213.389999,208.119995,209.779999,201.569305,3063800
2022-06-21,211.559998,218.470001,211.559998,216.550003,208.074310,1233400
2022-06-22,213.360001,218.910004,212.869995,216.009995,207.555450,1129400
2022-06-23,216.250000,217.850006,213.949997,216.600006,208.122360,1181200
2022-06-24,217.429993,222.729996,216.910004,222.330002,213.628098,1675600
2022-06-27,223.070007,226.250000,222.080002,223.500000,214.752289,1277100
2022-06-28,224.779999,228.000000,220.050003,220.490005,211.860092,1616900
2022-06-29,221.669998,221.990005,218.960007,219.279999,210.697464,1235600
2022-06-30,216.839996,222.389999,215.649994,221.250000,213.818970,1343300
2022-07-01,221.240005,224.479996,219.740005,223.860001,216.341324,705800
2022-07-05,220.210007,221.039993,209.839996,214.529999,207.324661,1613100
2022-07-06,214.070007,220.710007,214.070007,219.559998,212.185730,1095400
2022-07-07,220.559998,221.940002,219.300003,220.580002,213.171478,951100
2022-07-08,221.279999,222.149994,218.610001,221.110001,213.683685,1118600
2022-07-11,219.679993,221.860001,218.800003,219.750000,212.369354,652200
2022-07-12,219.919998,221.000000,216.139999,216.630005,209.354156,744600
2022-07-13,213.630005,216.320007,213.240005,213.389999,206.222961,850100
2022-07-14,209.940002,210.910004,207.419998,210.449997,203.381699,1044400
2022-07-15,213.110001,213.110001,210.009995,212.770004,205.623810,857600
2022-07-18,213.970001,215.000000,208.779999,209.789993,202.743866,1040100
2022-07-19,209.699997,215.300003,209.000000,214.679993,207.469635,906000
2022-07-20,214.479996,217.740005,212.679993,216.720001,209.441132,1030300
2022-07-21,215.880005,217.009995,214.570007,216.889999,209.605423,611400
2022-07-22,217.759995,220.169998,216.080002,216.759995,209.479767,834200
2022-07-25,216.949997,220.289993,216.949997,218.800003,211.451263,745100
2022-07-26,219.360001,219.639999,217.119995,217.630005,210.320572,1038100
2022-07-27,219.449997,222.250000,214.800003,219.850006,212.466003,1156000
2022-07-28,219.020004,223.860001,217.399994,223.800003,216.283310,1032300
2022-07-29,223.520004,227.449997,223.389999,226.669998,219.056915,1230100
2022-08-01,226.550003,228.119995,224.589996,226.179993,218.583374,1086300
2022-08-02,227.279999,229.679993,224.020004,227.039993,219.414520,1007300
2022-08-03,227.169998,231.750000,223.880005,230.669998,222.922592,1226500
2022-08-04,231.320007,232.839996,228.850006,229.160004,221.463318,895100
2022-08-05,228.990005,229.449997,225.869995,228.759995,221.076721,699600
2022-08-08,230.360001,230.429993,224.720001,225.789993,218.206467,961600
2022-08-09,226.970001,228.190002,226.119995,227.619995,219.975037,878400
2022-08-10,229.009995,230.889999,228.550003,230.460007,222.719650,877000
2022-08-11,230.809998,231.990005,229.800003,231.820007,224.033981,1447800
2022-08-12,232.000000,238.100006,232.000000,237.949997,229.958084,1409200
2022-08-15,236.699997,242.190002,235.679993,241.250000,233.147247,1469400
2022-08-16,241.250000,242.490005,240.710007,241.479996,233.369492,807700
2022-08-17,239.639999,243.449997,239.149994,242.690002,234.538895,860900
2022-08-18,243.660004,244.080002,242.240005,243.690002,235.505280,1026100
2022-08-19,243.059998,243.240005,241.130005,241.669998,233.553146,724800
2022-08-22,239.309998,239.910004,234.289993,234.490005,226.614288,841500
2022-08-23,234.289993,235.500000,233.059998,234.000000,226.140747,864700
2022-08-24,234.860001,235.270004,232.850006,234.490005,226.614288,783800
2022-08-25,235.000000,238.149994,234.399994,238.009995,230.016068,551000
2022-08-26,239.100006,239.100006,232.360001,232.589996,224.778107,665400
2022-08-29,230.979996,234.960007,230.020004,233.699997,225.850830,680300
2022-08-30,233.960007,234.470001,230.460007,231.119995,223.357468,659100
2022-08-31,231.229996,232.679993,228.720001,228.929993,221.241013,1037800
2022-09-01,228.800003,228.889999,223.509995,225.369995,217.800598,1782300
